"Language","ISO_code","Phoible_code","Meaning","Trill","Dataset","Latitude","Longitude","Family","Branch","Area","Continent","Rough.M","rough","R_type","r","l","Meaning.f"
"Erzya Mordvin","myv","myv","‘smooth’","yes","CLICS","52.8548","45.3901","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","NA","FALSE","TRUE","‘smooth’"
"Estonian","est","est","‘smooth’","yes","CLICS","58.55","25.82","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","NA","FALSE","FALSE","‘smooth’"
"Finnish","fin","fin","‘smooth’","yes","CLICS","64.7628","25.5577","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Khanty","kca","kca","‘smooth’","yes","CLICS","62.4308","66.1218","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Komi","kpv","kpv","‘smooth’","yes","CLICS","64.0527","54.946","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Komi","kpv","kpv","‘smooth’","yes","CLICS","64.0527","54.946","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Northern Saami","sme","sma","‘smooth’","yes","CLICS","68.725","22.1113","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Mari","mhr","mhr","‘smooth’","no","CLICS","55.8307","48.405","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"Mari","mhr","mhr","‘smooth’","no","CLICS","55.8307","48.405","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Nenets","yrk","yrk","‘smooth’","yes","CLICS","66.1775","71.0234","Uralic","Samoyedic","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Selkup","sel","sel","‘smooth’","no","CLICS","59.9409","82.3004","Uralic","Samoyedic","Inner Asia","N-C Asia","-6.9","FALSE","no trill","TRUE","TRUE","‘smooth’"
"Udmurt","udm","udm","‘smooth’","yes","CLICS","56.12921","52.63548","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","NA","FALSE","TRUE","‘smooth’"
"Udmurt","udm","udm","‘smooth’","yes","CLICS","56.12921","52.63548","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","NA","FALSE","FALSE","‘smooth’"
"Bezhta","kap","NA","‘smooth’","yes","CLICS","42.1206","46.0332","Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Panare","pbh","pbh","‘smooth’","no","CLICS","6.95035","-65.8483","Cariban","NA","NE South America","S America","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"Macushi","mbc","mbc","‘smooth’","no","CLICS","4.31861","-60.2209","Cariban","NA","NE South America","S America","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"De'kwana","mch","mch","‘smooth’","no","CLICS","4.70705","-64.3877","Cariban","NA","NE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Wai Wai","waw","waw","‘smooth’","no","CLICS","1.50881","-59.1417","Cariban","NA","NE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Jamaican Creole (Limonese Creole dialect)","jam","jam","‘smooth’","no","CLICS","18.13","-77.2612","Jamaican Creole","NA","Mesoamerica","C America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Polci","plj","plj","‘smooth’","yes","CLICS","10.0258","9.53362","Chadic","West Chadic","African Savannah","Africa","-6.9","FALSE","NA","FALSE","TRUE","‘smooth’"
"Nahuatl (Sierra de Zacapoaxtla variety)","azz","ncj","‘smooth’","no","CLICS","20.1554","-97.5556","Uto-Aztecan","Southern Uto-Aztecan","Mesoamerica","C America","-6.9","FALSE","no rhotic","FALSE","TRUE","‘smooth’"
"Nahuatl (Sierra de Zacapoaxtla variety)","azz","ncj","‘smooth’","no","CLICS","20.1554","-97.5556","Uto-Aztecan","Southern Uto-Aztecan","Mesoamerica","C America","-6.9","FALSE","no rhotic","FALSE","FALSE","‘smooth’"
"Chatino (Zacatepec variety)","ctp","ctp","‘smooth’","no","CLICS","16.08","-97.3069","Otomanguean","Zapotecan","Mesoamerica","C America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Karok","kyh","kyh","‘smooth’","no","CLICS","41.8228","-123.315","Karok","NA","California","W N America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Seri","sei","sei","‘smooth’","no","CLICS","28.9877","-112.384","Seri","NA","Mesoamerica","C America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Maori","mri","mri","‘smooth’","no","CLICS","-38.2881","176.541","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Rapa Nui","rap","rap","‘smooth’","no","CLICS","-27.113","-109.342","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","NA","TRUE","FALSE","‘smooth’"
"Rapa Nui","rap","rap","‘smooth’","no","CLICS","-27.113","-109.342","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","NA","FALSE","FALSE","‘smooth’"
"Tongan","ton","ton","‘smooth’","no","CLICS","-21.17","-175.25","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","no trill","FALSE","TRUE","‘smooth’"
"Tongan","ton","ton","‘smooth’","no","CLICS","-21.17","-175.25","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","no trill","FALSE","TRUE","‘smooth’"
"Tuamotuan","pmt","pmt","‘smooth’","no","CLICS","-16.17259","-146.321755","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","NA","TRUE","FALSE","‘smooth’"
"Barí","mot","mot","‘smooth’","yes","CLICS","9.08497","-72.9353","Chibchan","NA","NE South America","S America","-6.9","FALSE","trill","TRUE","FALSE","‘smooth’"
"Muisca","chb","chb","‘smooth’","no","CLICS","6.24999","-74.1666","Chibchan","NA","NE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Páez","pbb","pbb","‘smooth’","no","CLICS","2.61516","-76.31254","Paesan","NA","NE South America","S America","-6.9","FALSE","no trill","FALSE","TRUE","‘smooth’"
"Colorado","cof","cof","‘smooth’","no","CLICS","-0.21181","-79.2347","Barbacoan","NA","Andean","S America","-6.9","FALSE","no trill","FALSE","TRUE","‘smooth’"
"Embera","emp","emp","‘smooth’","no","CLICS","7.12761","-77.574","Choc�_","NA","Andean","S America","-6.9","FALSE","mixed with trill","FALSE","FALSE","‘smooth’"
"Epena","sja","sja","‘smooth’","no","CLICS","4.25877","-77.3566","Choc�_","NA","Andean","S America","-6.9","FALSE","mixed with trill","FALSE","FALSE","‘smooth’"
"Yuwana","yau","yau","‘smooth’","no","CLICS","5.63879","-65.4267","Hot�_","NA","NE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Yaruro","yae","yae","‘smooth’","no","CLICS","7.10677","-67.5996","Yaruro","NA","NE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Ninam (Shirishana variety)","shb","shb","‘smooth’","no","CLICS","4.03894","-62.7801","Yanomaman","NA","NE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Yanomámi","wca","wca","‘smooth’","no","CLICS","2.48999","-62.8522","Yanomaman","NA","NE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Cofán","con","con","‘smooth’","no","CLICS","0.276675","-77.0643","Cof��n","NA","Andean","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Cofán","con","con","‘smooth’","no","CLICS","0.276675","-77.0643","Cof��n","NA","Andean","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Tuyuca","tue","tue","‘smooth’","no","CLICS","0.39441","-70.043515","Tuc��noan","NA","NE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Aguaruna","agr","agr","‘smooth’","no","CLICS","-5.30044","-77.9218","Jivaroan","NA","Andean","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Aguaruna","agr","agr","‘smooth’","no","CLICS","-5.30044","-77.9218","Jivaroan","NA","Andean","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Yagua","yad","yad","‘smooth’","no","CLICS","-3.42913","-72.2186","Yaguan","NA","NE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Baure","brg","brg","‘smooth’","no","CLICS","-13.61","-63.68","Arawakan","Bolivian","NE South America","S America","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"Goajiro","guc","guc","‘smooth’","yes","CLICS","11.395566","-72.199791","Arawakan","Caribbean","NE South America","S America","-6.9","FALSE","mixed with trill","FALSE","FALSE","‘smooth’"
"Ignaciano","ign","ign","‘smooth’","no","CLICS","-15.1188","-65.3993","Arawakan","Bolivian","NE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Wapishana","wap","wap","‘smooth’","no","CLICS","2.58744","-59.8021","Arawakan","NA","NE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Waurá","wau","wau","‘smooth’","no","CLICS","-13.296","-53.6971","Arawakan","Xingu (S. Brasilian)","NE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Aymara","ayr","ayr","‘smooth’","no","CLICS","-17","-68.5","Aymaran","NA","Andean","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Chipaya","cap","cap","‘smooth’","no","CLICS","-18.73951","-67.89633","Chipaya","NA","Andean","S America","-6.9","FALSE","no trill","FALSE","TRUE","‘smooth’"
"Mosetén","cas","cas","‘smooth’","no","CLICS","-14.64448","-67.83756","Moset��n","NA","NE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Cavineña","cav","cav","‘smooth’","no","CLICS","-13.3544","-66.6277","Pano-Tacanan","Tacanan","NE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Tacana","tna","tna","‘smooth’","no","CLICS","-13.39249","-68.04056","Pano-Tacanan","Tacanan","NE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Tacana","tna","tna","‘smooth’","no","CLICS","-13.39249","-68.04056","Pano-Tacanan","Tacanan","NE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Movima","mzp","mzp","‘smooth’","no","CLICS","-13.8115","-65.6348","Movima","NA","NE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Pacaas Novos","pav","pav","‘smooth’","no","CLICS","-10.69948","-64.56152","Chapakuran","NA","NE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Mundurukú","myu","myu","‘smooth’","no","CLICS","-8.41095","-57.691","Tupian","NA","NE South America","S America","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"Mundurukú","myu","myu","‘smooth’","no","CLICS","-8.41095","-57.691","Tupian","NA","NE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Aché","guq","guq","‘smooth’","no","CLICS","-25.5865","-56.4697","Tupian","Tupi-Guaran�_","SE South America","S America","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"Chiriguano","gui","gui","‘smooth’","no","CLICS","-20.42","-63.37","Tupian","Tupi-Guaran�_","SE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Chiriguano","gui","gui","‘smooth’","no","CLICS","-20.42","-63.37","Tupian","Tupi-Guaran�_","SE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Wayampi","oym","oym","‘smooth’","no","CLICS","1.73817","-52.6887","Tupian","Tupi-Guaran�_","NE South America","S America","-6.9","FALSE","no trill","FALSE","TRUE","‘smooth’"
"Kaingáng","kgp","kgp","‘smooth’","no","CLICS","-27.7671","-52.5394","Macro-Ge","Ge","SE South America","S America","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"Kaingáng","kgp","kgp","‘smooth’","no","CLICS","-27.7671","-52.5394","Macro-Ge","Ge","SE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Kaingáng","kgp","kgp","‘smooth’","no","CLICS","-27.7671","-52.5394","Macro-Ge","Ge","SE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Kaingáng","kgp","kgp","‘smooth’","no","CLICS","-27.7671","-52.5394","Macro-Ge","Ge","SE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Karajá","kpj","kpj","‘smooth’","no","CLICS","-11.1881","-50.3492","Macro-Ge","Karaj��","NE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Trumai","tpy","tpy","‘smooth’","yes","CLICS","-11.8119","-53.5717","Truma�_","NA","NE South America","S America","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Ayoreo","ayo","ayo","‘smooth’","no","CLICS","-19.220055","-60.217495","Zamucoan","NA","SE South America","S America","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"Ayoreo","ayo","ayo","‘smooth’","no","CLICS","-19.220055","-60.217495","Zamucoan","NA","SE South America","S America","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"Mocoví","moc","moc","‘smooth’","no","CLICS","-28.097","-60.4145","Guaicuruan","NA","SE South America","S America","-6.9","FALSE","no trill","FALSE","TRUE","‘smooth’"
"Tehuelche","teh","teh","‘smooth’","yes","CLICS","-47.5796","-68.3235","Chon","NA","SE South America","S America","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Selknam","ona","ona","‘smooth’","no","CLICS","-54","-68.5","Chon","NA","SE South America","S America","-6.9","FALSE","no trill","FALSE","TRUE","‘smooth’"
"Selknam","ona","ona","‘smooth’","no","CLICS","-54","-68.5","Chon","NA","SE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Qawasqar","alc","alc","‘smooth’","no","CLICS","-49.303195","-74.707536","Kawesqaran","NA","SE South America","S America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Toba","tob","tob","‘smooth’","no","CLICS","-23.77","-61.96","Guaicuruan","NA","SE South America","S America","-6.9","FALSE","no trill","FALSE","TRUE","‘smooth’"
"Central Thai","tha","tha","‘smooth’","no","CLICS","14.192","100.671","Tai-Kadai","NA","Southeast Asia","S/SE Asia","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"Thai","tha","tha","‘smooth’","no","CLICS","6.85668","99.7031","Tai-Kadai","NA","Southeast Asia","S/SE Asia","-6.9","FALSE","no trill","FALSE","TRUE","‘smooth’"
"Thai","tha","tha","‘smooth’","no","CLICS","6.85668","99.7031","Tai-Kadai","NA","Southeast Asia","S/SE Asia","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Southern Kam","doc; kmc","NA","‘smooth’","no","CLICS","25.8874","109.222","Tai-Kadai","NA","Southeast Asia","S/SE Asia","-6.9","FALSE","no trill","FALSE","TRUE","‘smooth’"
"Ingush","inh","inh","‘smooth’","no","CLICS","43.11","45.03","Nakh-Daghestanian","Nakh","Greater Mesopotamia","W and SW Eurasia","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"Tsova-Tush","bbl","bbl","‘smooth’","yes","CLICS","42.1806","45.344","Nakh-Daghestanian","Nakh","Greater Mesopotamia","W and SW Eurasia","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Tsova-Tush","bbl","bbl","‘smooth’","yes","CLICS","42.1806","45.344","Nakh-Daghestanian","Nakh","Greater Mesopotamia","W and SW Eurasia","-6.9","FALSE","trill","TRUE","FALSE","‘smooth’"
"Khasi","kha","kha","‘smooth’","yes","CLICS","24.977","91.9998","Austroasiatic","Northern Mon-Khmer","Indic","S/SE Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Tamil","tam","tam","‘smooth’","no","CLICS","10.520219","78.825989","Dravidian","South Dravidian","Indic","S/SE Asia","-6.9","FALSE","no trill","FALSE","TRUE","‘smooth’"
"Telugu","tel","tel","‘smooth’","no","CLICS","16.4529","78.7024","Dravidian","South Dravidian","Indic","S/SE Asia","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Telugu","tel","tel","‘smooth’","no","CLICS","16.4529","78.7024","Dravidian","South Dravidian","Indic","S/SE Asia","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Telugu","tel","tel","‘smooth’","no","CLICS","16.4529","78.7024","Dravidian","South Dravidian","Indic","S/SE Asia","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Telugu","tel","tel","‘smooth’","no","CLICS","16.4529","78.7024","Dravidian","South Dravidian","Indic","S/SE Asia","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"Tibetan","bod","bod","‘smooth’","yes","CLICS","28.3681","90.1872","Sino-Tibetan","Bodic","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Bulang","blr","blr","‘smooth’","yes","CLICS","22.0092","99.7405","Austroasiatic","Northern Mon-Khmer","Southeast Asia","S/SE Asia","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Bulang","blr","blr","‘smooth’","yes","CLICS","22.0092","99.7405","Austroasiatic","Northern Mon-Khmer","Southeast Asia","S/SE Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Bulang","blr","blr","‘smooth’","yes","CLICS","22.0092","99.7405","Austroasiatic","Northern Mon-Khmer","Southeast Asia","S/SE Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Wa","wbm","wbm","‘smooth’","yes","CLICS","23.1024","99.108","Austroasiatic","NA","Southeast Asia","S/SE Asia","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Mlabri","mra","mra","‘smooth’","yes","CLICS","18.5533","101.163","Austroasiatic","Northern Mon-Khmer","Southeast Asia","S/SE Asia","-6.9","FALSE","NA","FALSE","TRUE","‘smooth’"
"Ahlao Th","thm","thm","‘smooth’","no","CLICS","17.7655","104.229","Austroasiatic","NA","Southeast Asia","S/SE Asia","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Nyakur","cbn","cbn","‘smooth’","no","CLICS","15.8909","101.515","Austroasiatic","Southern Mon-Khmer","Southeast Asia","S/SE Asia","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"Samre","sxm","sxm","‘smooth’","no","CLICS","12.243","103.139","Austroasiatic","NA","Southeast Asia","S/SE Asia","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"Chong","cog","cog","‘smooth’","yes","CLICS","12.5218","102.514","Austroasiatic","Eastern Mon-Khmer","Southeast Asia","S/SE Asia","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Surin Khmer","khm","khm","‘smooth’","no","CLICS","12.5","105","Austroasiatic","Eastern Mon-Khmer","Southeast Asia","S/SE Asia","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"Angami Kohima","njm","njm","‘smooth’","no","CLICS","25.55","94.1333","Sino-Tibetan","Angami-Pochuri Group","Southeast Asia","S/SE Asia","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Dimasa","dis","NA","‘smooth’","yes","CLICS","25.42","93.18","Sino-Tibetan","Brahmaputran (Sal)","Indic","S/SE Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Jingpho","kac","kac","‘smooth’","no","CLICS","25.461826","97.329866","Sino-Tibetan","Nungish","Southeast Asia","S/SE Asia","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"Jingpho","kac","kac","‘smooth’","no","CLICS","25.461826","97.329866","Sino-Tibetan","Nungish","Southeast Asia","S/SE Asia","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"Lotha","njh","njh","‘smooth’","yes","CLICS","26.1","94.2667","Sino-Tibetan","Brahmaputran (Sal)","Southeast Asia","S/SE Asia","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Lotha","njh","njh","‘smooth’","yes","CLICS","26.1","94.2667","Sino-Tibetan","Brahmaputran (Sal)","Southeast Asia","S/SE Asia","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Lushai","lus","lus","‘smooth’","no","CLICS","22.60535","92.629457","Sino-Tibetan","Kukish (Mizo-Kuki-Chin)","Southeast Asia","S/SE Asia","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Lushai","lus","lus","‘smooth’","no","CLICS","22.60535","92.629457","Sino-Tibetan","Kukish (Mizo-Kuki-Chin)","Southeast Asia","S/SE Asia","-6.9","FALSE","no trill","FALSE","TRUE","‘smooth’"
"Maring","mbw","NA","‘smooth’","yes","CLICS","24.05","94.0333","Chimbu-Wahgi","Jimi","Interior New Guinea","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Manipuri","mni","mni","‘smooth’","yes","CLICS","24.44","93.34","Sino-Tibetan","NA","Southeast Asia","S/SE Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Mikir","mjw","mjw","‘smooth’","yes","CLICS","25.735084","93.050494","Sino-Tibetan","NA","Indic","S/SE Asia","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Mikir","mjw","mjw","‘smooth’","yes","CLICS","25.735084","93.050494","Sino-Tibetan","NA","Indic","S/SE Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Sangtam","nsa","NA","‘smooth’","no","CLICS","25.0667","94.8667","Sino-Tibetan","NA","Southeast Asia","S/SE Asia","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Tangsa (Yogli)","nst","nst","‘smooth’","no","CLICS","27.5","96.33","Sino-Tibetan","Brahmaputran (Sal)","Southeast Asia","S/SE Asia","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"North Karelian","krl","NA","‘smooth’","yes","CLICS","65.17","30.87","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Veps","vep","NA","‘smooth’","yes","CLICS","60.34","34.79","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Livonian","liv","NA","‘smooth’","yes","CLICS","57.57","22.03","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Southern Sami","sma","sma","‘smooth’","yes","CLICS","64.25","12.6","Uralic","Finno-Ugric","Europe","W and SW Eurasia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Lule Sami","smj","NA","‘smooth’","yes","CLICS","67.28","17.81","Uralic","Finno-Ugric","Europe","W and SW Eurasia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Inari Sami","smn","NA","‘smooth’","yes","CLICS","69.42","27.87","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Inari Sami","smn","NA","‘smooth’","yes","CLICS","69.42","27.87","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Skolt Sami","sms","NA","‘smooth’","yes","CLICS","68.83","29.72","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Kildin Sami","sjd","NA","‘smooth’","yes","CLICS","68.22","35.83","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Kildin Sami","sjd","NA","‘smooth’","yes","CLICS","68.22","35.83","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Hill Mari","mrj","NA","‘smooth’","yes","CLICS","56.33","46.33","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Moksha","mdf","NA","‘smooth’","yes","CLICS","54.19","42.67","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Moksha","mdf","NA","‘smooth’","yes","CLICS","54.19","42.67","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","trill","TRUE","FALSE","‘smooth’"
"Udmurt","udm","udm","‘smooth’","yes","CLICS","56.13","52.64","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","NA","FALSE","TRUE","‘smooth’"
"Udmurt","udm","udm","‘smooth’","yes","CLICS","56.13","52.64","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","NA","FALSE","TRUE","‘smooth’"
"Komi-Permyak","koi","NA","‘smooth’","yes","CLICS","59.66","54.8","Uralic","Finno-Ugric","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Forest Enets","enf","NA","‘smooth’","yes","CLICS","69.98","88.21","Uralic","Samoyedic","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Nganasan","nio","nio","‘smooth’","yes","CLICS","73.14","86.21","Uralic","Samoyedic","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Bashkir","bak","bak","‘smooth’","yes","CLICS","53.6","56.56","Turkic","Common Turkic","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Tatar","tat","NA","‘smooth’","yes","CLICS","55","50","Turkic","Common Turkic","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Chuvash","chv","chv","‘smooth’","yes","CLICS","55.49","47.16","Turkic","Bulghar (aka Oghur)","Inner Asia","N-C Asia","-6.9","FALSE","trill","TRUE","FALSE","‘smooth’"
"Sakha","sah","sah","‘smooth’","yes","CLICS","62","130","Turkic","Common Turkic","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Kalmyk","xal","NA","‘smooth’","yes","CLICS","46.57","45.32","Mongolic","NA","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Kalmyk","xal","NA","‘smooth’","yes","CLICS","46.57","45.32","Mongolic","NA","Inner Asia","N-C Asia","-6.9","FALSE","trill","TRUE","FALSE","‘smooth’"
"Buryat","bua","NA","‘smooth’","yes","CLICS","51.83","107.6","Mongolic","NA","Inner Asia","N-C Asia","-6.9","FALSE","trill","TRUE","TRUE","‘smooth’"
"Buryat","bua","NA","‘smooth’","yes","CLICS","51.83","107.6","Mongolic","NA","Inner Asia","N-C Asia","-6.9","FALSE","trill","TRUE","TRUE","‘smooth’"
"Evenki","evn","NA","‘smooth’","yes","CLICS","65.75","105.3","Tungusic","Northern Tungusic","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Evenki","evn","NA","‘smooth’","yes","CLICS","65.75","105.3","Tungusic","Northern Tungusic","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
